producteur;adresse;CP;commune;pays;INSEE_COM;INSEE_DEP;INSEE_REG;prod_id;lon;lat
Christophe Paris;1377, rte de Buyon;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;16452;4.648615414280407;46.06864175895452
Christophe Renard;361, La Carelle montée du Cimetière;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;49071;4.648615414280407;46.06864175895452
Château Grand'Grange;687, chem. de la Grande-Grange;69460;Le Perréon;France;69151;69;84.0;83533;4.600529879194926;46.06275372578288
Château Moulin-Favre;310, rte de Saint-Vincent;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;33748;4.630990485835937;46.076773025991635
Château de Champ-Renard;132, rte de Champrenard;69460;Blacé;France;69023;69;84.0;23398;4.644234836486464;46.03199787391568
Château de Grandmont;337, imp. de Grammont;69460;Blacé;France;69023;69;84.0;83534;4.644234836486464;46.03199787391568
Château de Lacarelle;La Carelle;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;48533;4.648615414280407;46.06864175895452
Château de Pougelon;462, rue du Beaujolais;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;22994;4.648615414280407;46.06864175895452
Château de Vaux;Le Bourg-139, imp. du Clos;69460;Vaux-en-Beaujolais;France;69257;69;84.0;14818;4.590987432932454;46.05541239603001
Château des Tours;Les Tours;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;5866;4.630990485835937;46.076773025991635
Claude Echallier;Creigne;69460;Odenas;France;69145;69;84.0;16449;4.647253107769768;46.09010598467278
Damien Ducroux;lieu-dit Pierreux;69460;Odenas;France;69145;69;84.0;50941;4.647253107769768;46.09010598467278
Daniel Basset;Le Fourque;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;14054;4.630990485835937;46.076773025991635
Daniel Texier;Les Fortières;69460;Blacé;France;69023;69;84.0;16450;4.644234836486464;46.03199787391568
David Béroujon;88, Le Tang;69460;Salles-Arbuissonnas-en-Beaujolais;France;69172;69;84.0;49132;4.635637981629763;46.04116872660571
Denis Périllat;Bagnols;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;50924;4.630990485835937;46.076773025991635
Denis Périllat-Merceroz;La Roche;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;49140;4.648615414280407;46.06864175895452
Domaine Baron de l'Écluse;montée de l'Écluse;69460;Odenas;France;69145;69;84.0;18412;4.647253107769768;46.09010598467278
Domaine Chevalier-Métrat;374, chem. du Roux;69460;Odenas;France;69145;69;84.0;14744;4.647253107769768;46.09010598467278
Domaine benoît Trichard;307, rue de l'Église;69460;Odenas;France;69145;69;84.0;6025;4.647253107769768;46.09010598467278
Domaine de Croifolie;32, chem. de la Météorite;69460;Salles-Arbuissonnas-en-Beaujolais;France;69172;69;84.0;49846;4.635637981629763;46.04116872660571
Domaine de Garanches;Garanches;69460;Odenas;France;69145;69;84.0;50942;4.647253107769768;46.09010598467278
Domaine de la Poyebade;2231, rte de Beaujeu La Poyebade;69460;Odenas;France;69145;69;84.0;48549;4.647253107769768;46.09010598467278
Domaine des Cadoles;148, rue du Beaujolais;69460;Odenas;France;69145;69;84.0;18997;4.647253107769768;46.09010598467278
Domaine des Foudres;allée du Plagerêt;69460;Vaux-en-Beaujolais;France;69257;69;84.0;46357;4.590987432932454;46.05541239603001
Domaine des Hayes;326, rte du Trève Les Grandes-Vignes;69460;Le Perréon;France;69151;69;84.0;25553;4.600529879194926;46.06275372578288
Domaine des Roches anciennes;Les Sigaux;69460;Odenas;France;69145;69;84.0;66942;4.647253107769768;46.09010598467278
Domaine des Terres Vivantes;656, rte de la Tallebarde;69460;Blacé;France;69023;69;84.0;23399;4.644234836486464;46.03199787391568
Domaine du Barvy;289, rte de la Chaize;69460;Odenas;France;69145;69;84.0;34477;4.647253107769768;46.09010598467278
Domaine du Breuil;197, rue du Breuil;69460;Salles-Arbuissonnas-en-Beaujolais;France;69172;69;84.0;47055;4.635637981629763;46.04116872660571
Domaine du Grand Foudre;778, rte des Sigaux;69460;Odenas;France;69145;69;84.0;49816;4.647253107769768;46.09010598467278
Domaine du Soulier;Côte de Brouilly;69460;Odenas;France;69145;69;84.0;329;4.647253107769768;46.09010598467278
Domaine du château de la Chaize;La Chaize;69460;Odenas;France;69145;69;84.0;2752;4.647253107769768;46.09010598467278
Domaine françois Sigaux;Les Sigaux;69460;Odenas;France;69145;69;84.0;66943;4.647253107769768;46.09010598467278
Domaine le Fagolet;2932, rte d'Arbuissonnas;69460;Vaux-en-Beaujolais;France;69257;69;84.0;20644;4.590987432932454;46.05541239603001
Domaine robert Perroud;775, rte des Balloquets;69460;Odenas;France;69145;69;84.0;24747;4.647253107769768;46.09010598467278
Dominique Terrier;La Croix Fer;69460;Blacé;France;69023;69;84.0;49849;4.644234836486464;46.03199787391568
Earl Grange Masson;461, rte de la Grange-Masson;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;49847;4.648615414280407;46.06864175895452
Earl Sandrin;Dom. de la Côte de Berne 24, chem. du Bief;69460;Blacé;France;69023;69;84.0;49815;4.644234836486464;46.03199787391568
Earl alain Ravier;château de Bagnols;69460;Saint-Etienne-la-Varenne;France;69198;69;84.0;34473;4.630990485835937;46.076773025991635
Earl domaine Duperray;445, rte des Cèdres;69460;Blacé;France;69023;69;84.0;21252;4.644234836486464;46.03199787391568
Earl domaine de Rochebrune;Le Pont-Mathivet;69460;Saint-Etienne-des-Oullières;France;69197;69;84.0;34513;4.648615414280407;46.06864175895452
Earl du domaine Mingret;Le Bourg;69460;Vaux-en-Beaujolais;France;69257;69;84.0;49831;4.590987432932454;46.05541239603001
Earl georges Després;Le Vernay;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;34496;4.648615414280407;46.06864175895452
Earl joseph Champier et Fils;La Jonchère;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;49133;4.648615414280407;46.06864175895452
Earl paul Champier;Les Sigaux;69460;Odenas;France;69145;69;84.0;25543;4.647253107769768;46.09010598467278
Earl philippe Vermorel;La Creuse;69460;Le Perréon;France;69151;69;84.0;9517;4.600529879194926;46.06275372578288
Emmanuel Jambon;Le Gonnu;69460;Blacé;France;69023;69;84.0;34511;4.644234836486464;46.03199787391568
Famille Geoffray;Ch. Thivin 630, rte du Mont-Brouilly;69460;Odenas;France;69145;69;84.0;5823;4.647253107769768;46.09010598467278
Florent Jambon;La Roche;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;66961;4.630990485835937;46.076773025991635
Franck Jonnery;place du 11-Novembre;69460;Odenas;France;69145;69;84.0;83527;4.647253107769768;46.09010598467278
François Béroujon;La Laveuse;69460;Salles-Arbuissonnas-en-Beaujolais;France;69172;69;84.0;34495;4.635637981629763;46.04116872660571
Frédéric Laveur;Le Sottizon;69460;Vaux-en-Beaujolais;France;69257;69;84.0;66936;4.590987432932454;46.05541239603001
Gaec j. et b. Monternot;Les Places;69460;Blacé;France;69023;69;84.0;15658;4.644234836486464;46.03199787391568
Gfa Geoffray;Brouilly;69460;Odenas;France;69145;69;84.0;50361;4.647253107769768;46.09010598467278
Gfa jean-denis Goyon;La Tallebarde;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;66939;4.648615414280407;46.06864175895452
Isabelle Brossard;227, rte de Pravins;69460;Blacé;France;69023;69;84.0;18535;4.644234836486464;46.03199787391568
Jacques Genetier;La Jonchère;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;66938;4.648615414280407;46.06864175895452
Jean Bérerd et Fils;Le Bourg;69460;Le Perréon;France;69151;69;84.0;5809;4.600529879194926;46.06275372578288
Jean et jocelyne Favre;domaine du Granit bleu Le Perrin;69460;Le Perréon;France;69151;69;84.0;72;4.600529879194926;46.06275372578288
Jean-charles Perrin;La Maison Jaune;69460;Vaux-en-Beaujolais;France;69257;69;84.0;34506;4.590987432932454;46.05541239603001
Jean-françois Gaget;La Roche;69460;Odenas;France;69145;69;84.0;5858;4.647253107769768;46.09010598467278
Jean-françois Paquet;Les Loges;69460;Le Perréon;France;69151;69;84.0;46355;4.600529879194926;46.06275372578288
Jean-luc et régine Longère;157, bd Tachon-Paquet Le Duchampt;69460;Le Perréon;France;69151;69;84.0;14813;4.600529879194926;46.06275372578288
Jean-michel Sauzon;Nety;69460;Saint-Etienne-des-Oullières;France;69197;69;84.0;34507;4.648615414280407;46.06864175895452
Jean-paul Jomard;Le Gay;69460;Blacé;France;69023;69;84.0;46358;4.644234836486464;46.03199787391568
Jean-pierre Merle;domaine des Maisons-Neuves;69460;Blacé;France;69023;69;84.0;24726;4.644234836486464;46.03199787391568
Jean-pierre Teissèdre;;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;16102;4.648615414280407;46.06864175895452
Joachim et audry Champier;Le Moulin-Favre;69460;Odenas;France;69145;69;84.0;24757;4.647253107769768;46.09010598467278
Jocelyne Lacondemine;Les Plagnes;69460;Vaux-en-Beaujolais;France;69257;69;84.0;35208;4.590987432932454;46.05541239603001
Julien Duport;Brouilly;69460;Odenas;France;69145;69;84.0;48546;4.647253107769768;46.09010598467278
Laurent Martray;Combiaty;69460;Odenas;France;69145;69;84.0;14066;4.647253107769768;46.09010598467278
Laurent Metge-Toppin;480, Le Paragard;69460;Blacé;France;69023;69;84.0;20645;4.644234836486464;46.03199787391568
Les Roches Bleues;961, rte du Mont-Brouilly;69460;Odenas;France;69145;69;84.0;14825;4.647253107769768;46.09010598467278
Louis Durieu de Lacarelle;;69460;Saint-Etienne-des-Oullières;France;69197;69;84.0;35205;4.648615414280407;46.06864175895452
Louis-noël Chopin;Le Trève;69460;Le Perréon;France;69151;69;84.0;15603;4.600529879194926;46.06275372578288
Ludovic Emmetière;Grange-Masson;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;18536;4.630990485835937;46.076773025991635
Marc Peria;679, montée du Perrin La Commanderie;69460;Le Perréon;France;69151;69;84.0;22119;4.600529879194926;46.06275372578288
Marc Signerin;Le Treue, B.P. 1;69460;Le Perréon-en-Beaujolais;France;69151;69;84.0;33745;4.600529879194926;46.06275372578288
Marie-claire et rené Tachon;Le Sottizon;69460;Vaux-en-Beaujolais;France;69257;69;84.0;15656;4.590987432932454;46.05541239603001
Martine Vermorel;Chambon;69460;Blacé;France;69023;69;84.0;13086;4.644234836486464;46.03199787391568
Michel Large;;69460;Odenas;France;69145;69;84.0;24746;4.647253107769768;46.09010598467278
Muriel et yvan Chavrier;Les Caboches;69460;Odenas;France;69145;69;84.0;46346;4.647253107769768;46.09010598467278
Nicolas Boudeau;375, rte des Jacquets;69460;Odenas;France;69145;69;84.0;19843;4.647253107769768;46.09010598467278
Nicolas Guillet;La Chaize;69460;Odenas;France;69145;69;84.0;9551;4.647253107769768;46.09010598467278
Nicole Viornery;Brouilly;69460;Odenas;France;69145;69;84.0;5861;4.647253107769768;46.09010598467278
Nicole et robert Santiquet-Loup;domaine de LaBourdissonne;69460;Vaux-en-Beaujolais;France;69257;69;84.0;13051;4.590987432932454;46.05541239603001
Olivier Bererd;Le Bourg;69460;Le Perréon;France;69151;69;84.0;47073;4.600529879194926;46.06275372578288
Patrick et marie-paule Bossan;Hameau de Blaceret D 20, rte de Salles;69460;Blacé;France;69023;69;84.0;24727;4.644234836486464;46.03199787391568
Philippe Bonhomme;La Rivière;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;14811;4.630990485835937;46.076773025991635
Philippe Pitaud;Reverdon;69460;Odenas;France;69145;69;84.0;49139;4.647253107769768;46.09010598467278
Pierre-andré Dumas;631, rte de Charentay;69460;Odenas;France;69145;69;84.0;49821;4.647253107769768;46.09010598467278
Puget;Le Bourg;69460;Salles-Arbuissonnas-en-Beaujolais;France;69172;69;84.0;83539;4.635637981629763;46.04116872660571
René Monternier;Pierreux;69460;Odenas;France;69145;69;84.0;34479;4.647253107769768;46.09010598467278
Romain Jambon;Les Combes;69460;Odenas;France;69145;69;84.0;84088;4.647253107769768;46.09010598467278
Rémi Dufaitre;Botheland;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;50423;4.648615414280407;46.06864175895452
Sas Genin-Dufaitre;Dom. Crêt des Garanches 495, rte du Pavillon-de-Garanches;69460;Odenas;France;69145;69;84.0;334;4.647253107769768;46.09010598467278
Sas vins Descombe;462, rue du Beaujolais;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;66934;4.648615414280407;46.06864175895452
Sce domaine Saint-Charles;Le Bluizard;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;9550;4.630990485835937;46.076773025991635
Scev vins de Tradition Familiale;1339, rte du Mont-Brouilly;69460;Odenas;France;69145;69;84.0;22969;4.647253107769768;46.09010598467278
Sci Baron de l'Écluse;Le Sigaud;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;25520;4.630990485835937;46.076773025991635
Scp domaine Rolland-Sigaux (Dom. du Grand Foudre);778, rte des Sigaux;69460;Odenas;France;69145;69;84.0;24756;4.647253107769768;46.09010598467278
Stéphane Lacondemine;Les Plagnes;69460;Vaux-en-Beaujolais;France;69257;69;84.0;34460;4.590987432932454;46.05541239603001
Thierry Canard;château de Blaceret-Roy;69460;Saint-Etienne-des-Oullières;France;69197;69;84.0;67;4.648615414280407;46.06864175895452
Thierry Mathon;le Vieux Bourg;69460;Odenas;France;69145;69;84.0;83528;4.647253107769768;46.09010598467278
Victor Blondin;La Jonchère;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;18547;4.648615414280407;46.06864175895452
Vins Descombe;462, rue du Beaujolais;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;19830;4.648615414280407;46.06864175895452
Vins Descombe;462, rue du Beaujolais;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;23116;4.648615414280407;46.06864175895452
Yves Mathieu;Mont-Joly;69460;Blacé;France;69023;69;84.0;34499;4.644234836486464;46.03199787391568
Éric Delaye;La Jonchère;69460;Saint-Étienne-la-Varenne;France;69198;69;84.0;46348;4.630990485835937;46.076773025991635
André et matthieu Sacquin;147, chem. de Tredo;69480;Morancé;France;69140;69;84.0;49153;4.700310701320757;45.89832614934954
Claude Bernardin;606, rue du Genetay;69480;Lucenay;France;69122;69;84.0;171;4.701412990960969;45.91159491916214
Domaine Berger des Vignes;Le Chalier;69480;Pommiers;France;69156;69;84.0;35186;4.693762250417061;45.955960238390425
Domaine Romy;1090, rte de Saint-Pierre;69480;Morancé;France;69140;69;84.0;15619;4.700310701320757;45.89832614934954
Domaine des Joséphins;444, chem. des Fûts;69480;Marcy-sur-Anse;France;69126;69;84.0;17434;4.678600845647241;45.915055792032334
Domaine des Terres Morel;;69480;Lucenay;France;69122;69;84.0;166;4.701412990960969;45.91159491916214
Domaine jean-pierre et catherine Lassalle;1, chemin de Tredo;69480;Morancé;France;69140;69;84.0;5886;4.700310701320757;45.89832614934954
Dutilleul;99, rte d'Anse;69480;Marcy-sur-Anse;France;69126;69;84.0;49154;4.678600845647241;45.915055792032334
Earl Brondel;772, rte des Crêtes;69480;Anse;France;69009;69;84.0;5875;4.71720188059957;45.936451766490805
Earl Saint-Cyr;Les Perrelles;69480;Anse;France;69009;69;84.0;15606;4.71720188059957;45.936451766490805
Earl jp Rivière;520, chem. des Grands-Taillis;69480;Lachassagne;France;69106;69;84.0;22038;4.687249429716132;45.92610658115016
Earl m. Passot et Fils;60, chem. des Brousses;69480;Morancé;France;69140;69;84.0;83557;4.700310701320757;45.89832614934954
Earl pierre Coquard et Fils;478, chem. de Champ Fleury;69480;Marcy-sur-Anse;France;69126;69;84.0;49150;4.678600845647241;45.915055792032334
Gaec Mercier Père et Fils;260, rue du Genetay;69480;Lucenay;France;69122;69;84.0;14747;4.701412990960969;45.91159491916214
Georges Rebut;EARL du domaine des Bas 1517, chemin de la Vigne-des-Garçons;69480;Anse;France;69009;69;84.0;46288;4.71720188059957;45.936451766490805
Georges Subrin;1370, rte de Charnay;69480;Morancé;France;69140;69;84.0;15611;4.700310701320757;45.89832614934954
Guy Vignat;70, rte de Chazay;69480;Morancé;France;69140;69;84.0;14751;4.700310701320757;45.89832614934954
Jacqueline Hermans-Charmasson;Hameau de Graves 826, rte des Crêtes;69480;Anse;France;69009;69;84.0;17433;4.71720188059957;45.936451766490805
Jacques Charmetant;19, chem. de la Borne;69480;Pommiers;France;69156;69;84.0;16475;4.693762250417061;45.955960238390425
Jean Bosse-Platière;Les Places;69480;Lucenay;France;69122;69;84.0;34456;4.701412990960969;45.91159491916214
Jean-michel Coquard;540, chem. du Neyra;69480;Pommiers;France;69156;69;84.0;34461;4.693762250417061;45.955960238390425
L' Oiseau de Passage;34, chem. de la Bourlatière;69480;Lachassagne;France;69106;69;84.0;23381;4.687249429716132;45.92610658115016
Nicolas Romy;1090, rte de Saint-Pierre;69480;Morancé;France;69140;69;84.0;50917;4.700310701320757;45.89832614934954
Olivier Coquard;285, chem. de la Cheville;69480;Pommiers;France;69156;69;84.0;25530;4.693762250417061;45.955960238390425
Pascal Desgranges;116, chemin de Saint-Pré;69480;Pommiers;France;69156;69;84.0;9544;4.693762250417061;45.955960238390425
Pascal Gayot;La Logère;69480;Anse;France;69009;69;84.0;34453;4.71720188059957;45.936451766490805
Sarl Terres et Vins;1324, rte de Saint-Fonds;69480;Pommiers;France;69156;69;84.0;84035;4.693762250417061;45.955960238390425
Sarl château de Lachassagne;416, rue du Château;69480;Lachassagne;France;69106;69;84.0;47092;4.687249429716132;45.92610658115016
Scev domaine Bosse-Platière;416, rue du Château;69480;Lachassagne;France;69106;69;84.0;22987;4.687249429716132;45.92610658115016
Vincent Fontaine;384, montée de Corbay;69480;Pommiers;France;69156;69;84.0;25537;4.693762250417061;45.955960238390425
Yves Brignon;Le Bourg;69480;Marcy-sur-Anse;France;69126;69;84.0;46291;4.678600845647241;45.915055792032334
Earl domaine de la Revol;824, rte du Beaujolais;69490;Dareizé;France;69157;69;84.0;13019;4.489492141816193;45.87475370884199
Jean Bissuel;295, rue Centrale;69490;Sarcey;France;69173;69;84.0;46290;4.557562186536902;45.878793470694426
Roland Cornu;275, allée du Mas;69490;Sarcey;France;69173;69;84.0;5889;4.557562186536902;45.878793470694426
Daniel, roland et gisèle Vernay;358, Le Plany;69560;Saint-Cyr-sur-le-Rhône;France;69193;69;84.0;35629;4.852484971188467;45.51740919031013
Alain Chatoux;Le Bourg;69620;Sainte-Paule;France;69230;69;84.0;24710;4.56599048289436;45.96007505320985
